Fecha,Ciudad,Tipo_Hospedaje,Precio_Noche_USD,Noches,Precio_Total_USD
2024-06-22,Berlín,Hostal,42.8,2,85.6
2022-12-30,París,Airbnb,188.97,2,377.94
2024-07-01,Seúl,Hotel 5 estrellas,838.22,8,6705.76
2023-03-11,Bangkok,Airbnb,186.14,5,930.7
2023-05-13,Estambul,Hotel 3 estrellas,112.59,8,900.72
2022-06-25,Bangkok,Hotel 2 estrellas,61.61,14,862.54
2023-07-14,Praga,Hostal,35.3,6,211.8
2025-03-21,Moscú,Hotel 5 estrellas,836.04,12,10032.48
2024-08-26,Berlín,Hotel 2 estrellas,65.82,8,526.56
2023-02-18,Sídney,Hotel 4 estrellas,187.22,10,1872.2
2023-07-22,Praga,Hotel 3 estrellas,104.43,1,104.43
2024-01-02,San Francisco,Hotel 2 estrellas,59.15,7,414.05
2024-11-19,Ciudad de México,Hostal,10.61,13,137.93
2023-12-06,Tokio,Hotel 3 estrellas,82.63,10,826.3
2024-07-16,Singapur,Hostal,25.97,10,259.7
2023-04-02,El Cairo,Hotel 4 estrellas,130.19,12,1562.28
2023-08-14,Sídney,Hotel 4 estrellas,157.4,13,2046.2
2024-12-21,San Francisco,Airbnb,99.68,4,398.72
2024-03-08,Tokio,Hotel 5 estrellas,722.34,2,1444.68
2023-05-27,Río de Janeiro,Hotel 2 estrellas,73.07,12,876.84
2022-12-08,Ciudad del Cabo,Hotel 4 estrellas,230.57,2,461.14
2025-04-15,Tokio,Airbnb,172.3,8,1378.4
2024-11-19,Estambul,Hotel 5 estrellas,609.28,2,1218.56
2023-03-26,Tokio,Hotel 2 estrellas,65.57,6,393.42
2022-07-30,Seúl,Hotel 2 estrellas,66.76,12,801.12
2022-10-04,El Cairo,Airbnb,38.87,6,233.22
2022-08-03,Singapur,Hotel 4 estrellas,206.63,14,2892.82
2024-02-17,San Francisco,Airbnb,184.7,12,2216.4
2024-01-30,San Francisco,Airbnb,58.31,2,116.62
2024-03-30,Buenos Aires,Airbnb,85.31,9,767.79
2024-03-01,Seúl,Hotel 2 estrellas,57.25,4,229.0
2024-05-09,Ciudad de México,Hotel 5 estrellas,889.15,6,5334.9
2024-06-15,Ciudad de México,Hotel 4 estrellas,242.64,12,2911.68
2023-12-06,Praga,Hotel 4 estrellas,208.7,3,626.1
2023-06-28,Tokio,Hotel 3 estrellas,71.53,10,715.3
2023-12-19,Praga,Airbnb,190.24,9,1712.16
2022-07-22,El Cairo,Hotel 5 estrellas,912.19,8,7297.52
2025-02-02,París,Hotel 5 estrellas,526.76,6,3160.56
2024-12-13,Londres,Hotel 5 estrellas,587.24,6,3523.44
2023-06-07,Estambul,Hotel 3 estrellas,99.5,4,398.0
2024-11-15,Ciudad del Cabo,Hotel 3 estrellas,105.08,12,1260.96
2022-12-03,Delhi,Hotel 5 estrellas,434.12,12,5209.44
2022-10-06,Ámsterdam,Hotel 4 estrellas,240.76,6,1444.56
2023-09-06,Dubái,Hotel 4 estrellas,128.41,3,385.23
2023-04-08,Seúl,Hotel 2 estrellas,53.2,6,319.2
2022-06-07,Londres,Hotel 2 estrellas,71.47,9,643.23
2025-03-04,Estambul,Hotel 3 estrellas,148.44,3,445.32
2024-04-11,París,Hotel 4 estrellas,211.51,2,423.02
2022-08-28,Dubái,Hotel 3 estrellas,139.76,2,279.52
2024-10-21,Toronto,Hotel 4 estrellas,239.64,3,718.92
2022-12-05,Dubái,Hotel 3 estrellas,87.31,9,785.79
2024-10-29,Bangkok,Hotel 4 estrellas,157.52,3,472.56
2023-12-21,San Francisco,Hotel 5 estrellas,617.92,12,7415.04
2024-10-23,Moscú,Airbnb,171.4,10,1714.0
2023-09-19,París,Hotel 2 estrellas,72.94,2,145.88
2024-03-02,Dubái,Hotel 4 estrellas,108.8,2,217.6
2023-07-11,El Cairo,Hotel 2 estrellas,51.92,12,623.04
2024-05-14,Singapur,Hotel 4 estrellas,225.52,13,2931.76
2024-02-08,Toronto,Hotel 2 estrellas,43.52,1,43.52
2024-06-25,París,Hostal,36.93,14,517.02
2023-12-31,Seúl,Airbnb,65.19,14,912.66
2022-11-26,Delhi,Airbnb,99.97,14,1399.58
2023-05-24,Berlín,Hostal,35.12,4,140.48
2023-05-26,Río de Janeiro,Hotel 2 estrellas,75.1,2,150.2
2024-10-29,Río de Janeiro,Airbnb,40.13,5,200.65
2024-07-12,Singapur,Hotel 5 estrellas,259.77,10,2597.7
2022-12-18,Roma,Hotel 5 estrellas,907.38,13,11795.94
2025-04-21,Singapur,Hostal,42.96,11,472.56
2024-05-07,Bangkok,Hotel 4 estrellas,107.15,12,1285.8
2024-05-24,Ciudad de México,Airbnb,40.4,1,40.4
2023-12-29,Moscú,Hotel 5 estrellas,571.26,14,7997.64
2024-12-08,Bangkok,Hotel 5 estrellas,258.21,7,1807.47
2022-09-28,Tokio,Hotel 2 estrellas,54.42,7,380.94
2025-02-20,Estambul,Hostal,10.29,4,41.16
2024-11-03,París,Airbnb,126.38,7,884.66
2024-10-18,Berlín,Hotel 2 estrellas,57.18,13,743.34
2024-01-29,San Francisco,Hotel 5 estrellas,592.88,13,7707.44
2024-01-24,Ciudad del Cabo,Airbnb,65.25,2,130.5
2024-09-01,Tokio,Hotel 4 estrellas,201.28,12,2415.36
2022-07-20,Nueva York,Airbnb,156.38,3,469.14
2023-04-09,Ámsterdam,Hotel 3 estrellas,116.84,9,1051.56
2024-06-07,Ciudad del Cabo,Hotel 5 estrellas,473.16,9,4258.44
2023-03-26,Londres,Hostal,14.59,11,160.49
2022-12-25,Estambul,Hotel 5 estrellas,474.46,10,4744.6
2023-11-06,Río de Janeiro,Hotel 3 estrellas,97.64,9,878.76
2025-01-27,Singapur,Hotel 3 estrellas,112.75,6,676.5
2023-02-17,Nueva York,Airbnb,90.17,6,541.02
2022-11-21,San Francisco,Hotel 4 estrellas,139.91,7,979.37
2022-08-29,Barcelona,Hotel 2 estrellas,51.61,4,206.44
2023-05-08,Delhi,Hotel 5 estrellas,821.93,12,9863.16
2024-09-06,San Francisco,Hotel 5 estrellas,420.33,10,4203.3
2024-04-28,Buenos Aires,Hotel 3 estrellas,139.36,5,696.8
2024-12-23,Praga,Hotel 5 estrellas,504.04,4,2016.16
2024-04-26,Roma,Hotel 2 estrellas,41.52,10,415.2
2025-03-26,Ámsterdam,Hostal,16.39,11,180.29
2024-10-26,Barcelona,Airbnb,144.53,6,867.18
2023-01-28,Seúl,Airbnb,197.54,13,2568.02
2023-11-03,Roma,Hostal,27.77,6,166.62
2024-05-22,Moscú,Hotel 2 estrellas,61.37,2,122.74
2023-09-11,Ciudad de México,Airbnb,126.49,2,252.98
2024-12-20,Ámsterdam,Hotel 4 estrellas,201.02,12,2412.24
2023-03-14,Singapur,Hotel 2 estrellas,60.44,8,483.52
2025-02-16,Bangkok,Hotel 3 estrellas,105.2,11,1157.2
2023-02-27,Delhi,Airbnb,154.13,8,1233.04
2023-03-05,Dubái,Hotel 5 estrellas,873.3,10,8733.0
2024-12-07,Dubái,Hotel 2 estrellas,49.35,14,690.9
2024-07-16,Río de Janeiro,Hotel 5 estrellas,950.33,2,1900.66
2025-01-25,El Cairo,Hostal,49.33,3,147.99
2023-11-29,Berlín,Hotel 3 estrellas,66.0,7,462.0
2024-03-04,París,Airbnb,151.92,3,455.76
2025-02-17,Toronto,Hostal,19.05,12,228.6
2024-04-14,Praga,Hostal,19.75,12,237.0
2023-09-28,Ciudad del Cabo,Hotel 4 estrellas,108.24,6,649.44
2023-08-29,Bangkok,Hotel 2 estrellas,56.12,14,785.68
2024-04-16,Estambul,Hotel 5 estrellas,666.84,14,9335.76
2022-06-09,Ámsterdam,Hotel 5 estrellas,438.46,10,4384.6
2023-01-15,Ámsterdam,Hotel 4 estrellas,248.32,4,993.28
2023-10-24,Barcelona,Hotel 3 estrellas,127.15,5,635.75
2024-11-26,Bangkok,Hotel 2 estrellas,55.39,1,55.39
2022-07-05,Praga,Hotel 3 estrellas,127.12,7,889.84
2022-10-23,San Francisco,Hotel 4 estrellas,159.12,7,1113.84
2022-07-31,Berlín,Hostal,34.93,7,244.51
2024-06-14,Ámsterdam,Airbnb,45.66,4,182.64
2023-03-28,Barcelona,Hotel 3 estrellas,87.71,7,613.97
2023-10-17,Londres,Hotel 4 estrellas,172.02,3,516.06
2022-10-22,Tokio,Hostal,16.73,2,33.46
2022-07-29,Toronto,Hotel 2 estrellas,66.34,3,199.02
2023-06-22,Río de Janeiro,Hotel 4 estrellas,124.68,9,1122.12
2022-11-23,Estambul,Hotel 5 estrellas,377.17,2,754.34
2023-07-01,Singapur,Hotel 2 estrellas,76.84,13,998.92
2023-07-15,Bangkok,Airbnb,150.33,10,1503.3
2023-09-05,Buenos Aires,Hotel 2 estrellas,62.53,1,62.53
2023-01-31,San Francisco,Hostal,22.08,7,154.56
2022-08-22,Estambul,Hotel 2 estrellas,61.16,8,489.28
2022-09-22,Moscú,Airbnb,199.24,2,398.48
2025-03-04,Nueva York,Hotel 2 estrellas,62.85,1,62.85
2024-08-04,Barcelona,Hotel 4 estrellas,234.85,14,3287.9
2022-09-01,Moscú,Hotel 5 estrellas,902.14,13,11727.82
2023-11-06,Barcelona,Hotel 5 estrellas,383.98,4,1535.92
2023-12-22,Toronto,Hotel 2 estrellas,64.27,3,192.81
2024-11-01,Bangkok,Airbnb,176.35,2,352.7
2024-01-15,París,Hotel 4 estrellas,137.67,3,413.01
2023-11-08,San Francisco,Airbnb,190.63,1,190.63
2024-12-03,París,Hotel 3 estrellas,73.02,11,803.22
2023-07-26,Roma,Hotel 2 estrellas,45.44,7,318.08
2024-05-16,Sídney,Hotel 3 estrellas,112.04,14,1568.56
2023-06-12,Sídney,Hotel 5 estrellas,309.17,11,3400.87
2022-06-13,Moscú,Airbnb,102.24,13,1329.12
2023-09-16,Delhi,Hotel 5 estrellas,500.94,10,5009.4
2022-10-18,Dubái,Hotel 4 estrellas,142.13,3,426.39
2025-04-09,Delhi,Hostal,15.58,6,93.48
2023-12-02,Seúl,Hotel 5 estrellas,343.11,10,3431.1
2024-05-16,Dubái,Hostal,11.12,3,33.36
2024-11-18,Ciudad del Cabo,Hotel 5 estrellas,483.03,8,3864.24
2025-01-30,Toronto,Hostal,28.17,10,281.7
2022-06-26,Singapur,Hotel 5 estrellas,772.65,2,1545.3
2023-11-10,Roma,Hotel 2 estrellas,72.97,13,948.61
2024-09-02,Roma,Hotel 3 estrellas,101.66,12,1219.92
2024-02-25,Delhi,Hotel 4 estrellas,191.69,13,2491.97
2023-01-31,Barcelona,Airbnb,94.79,14,1327.06
2024-07-25,Toronto,Hotel 3 estrellas,140.39,4,561.56
2024-11-17,Delhi,Hostal,33.13,11,364.43
2024-03-17,Estambul,Hotel 5 estrellas,391.08,3,1173.24
2023-11-24,Lima,Airbnb,176.94,11,1946.34
2023-07-08,Río de Janeiro,Hotel 2 estrellas,72.38,2,144.76
2023-07-30,Ámsterdam,Hotel 4 estrellas,116.73,2,233.46
2023-01-06,Ciudad del Cabo,Hostal,25.59,1,25.59
2024-03-26,San Francisco,Hostal,48.91,2,97.82
2024-11-12,El Cairo,Hotel 5 estrellas,406.31,13,5282.03
2023-01-16,Buenos Aires,Airbnb,172.04,5,860.2
2024-09-17,Lima,Airbnb,165.93,5,829.65
2022-09-29,Ciudad del Cabo,Hotel 3 estrellas,71.99,7,503.93
2024-02-21,Ciudad del Cabo,Hotel 4 estrellas,231.8,12,2781.6
2023-09-08,Barcelona,Hotel 2 estrellas,76.58,8,612.64
2023-08-08,Moscú,Hotel 3 estrellas,103.94,8,831.52
2023-03-29,Nueva York,Hotel 4 estrellas,217.71,2,435.42
2022-11-03,París,Hotel 5 estrellas,953.92,11,10493.12
2024-12-21,Singapur,Hotel 3 estrellas,77.47,1,77.47
2023-02-20,Toronto,Hostal,35.48,2,70.96
2024-01-24,Londres,Hotel 3 estrellas,139.06,6,834.36
2025-04-28,Barcelona,Hotel 4 estrellas,221.15,5,1105.75
2022-08-15,San Francisco,Hotel 3 estrellas,127.83,5,639.15
2022-07-13,Barcelona,Hotel 5 estrellas,946.33,12,11355.96
2023-06-23,Ámsterdam,Hostal,38.49,14,538.86
2025-04-20,Nueva York,Hotel 5 estrellas,276.57,3,829.71
2024-12-17,Berlín,Hotel 3 estrellas,117.79,13,1531.27
2025-03-30,Bangkok,Hostal,20.45,3,61.35
2023-07-30,Toronto,Airbnb,59.97,13,779.61
2023-04-11,Río de Janeiro,Hotel 2 estrellas,64.64,10,646.4
2023-11-15,París,Hotel 4 estrellas,154.05,10,1540.5
2022-07-03,Barcelona,Hostal,32.29,12,387.48
2023-11-08,Río de Janeiro,Hostal,25.14,11,276.54
2024-05-09,Moscú,Airbnb,88.41,11,972.51
2024-03-14,Tokio,Hotel 3 estrellas,92.14,5,460.7
2023-01-25,Sídney,Hotel 4 estrellas,222.89,3,668.67
2024-02-07,Barcelona,Hostal,25.0,6,150.0
2023-04-05,Río de Janeiro,Airbnb,98.28,9,884.52
2022-09-04,Ciudad de México,Hotel 2 estrellas,66.35,7,464.45
2024-02-15,Singapur,Hotel 3 estrellas,128.74,1,128.74
2023-01-03,París,Airbnb,176.62,11,1942.82
2024-10-15,Moscú,Hotel 2 estrellas,66.21,6,397.26
2023-12-05,Bangkok,Airbnb,155.87,5,779.35
2023-05-24,Toronto,Hotel 2 estrellas,66.7,4,266.8
2023-11-20,Londres,Hotel 3 estrellas,65.41,8,523.28
2022-07-28,Praga,Hotel 5 estrellas,820.53,13,10666.89
2024-02-03,Singapur,Hostal,19.72,3,59.16
2022-10-11,El Cairo,Hotel 3 estrellas,115.61,3,346.83
2023-02-27,Buenos Aires,Airbnb,194.6,2,389.2
2024-03-20,Londres,Hostal,28.61,8,228.88
2024-08-08,Berlín,Hotel 4 estrellas,140.2,11,1542.2
2025-02-16,Nueva York,Hostal,43.51,4,174.04
2023-05-03,Singapur,Hotel 2 estrellas,43.84,9,394.56
2024-10-17,Ámsterdam,Hotel 3 estrellas,123.7,10,1237.0
2023-10-29,Ciudad de México,Hotel 4 estrellas,164.14,9,1477.26
2023-09-07,Río de Janeiro,Hotel 5 estrellas,343.51,2,687.02
2024-07-28,Ciudad de México,Hotel 2 estrellas,59.02,7,413.14
2023-01-26,Londres,Hotel 3 estrellas,99.73,12,1196.76
2023-03-14,Ámsterdam,Hotel 3 estrellas,65.59,12,787.08
2022-08-30,Barcelona,Hostal,15.65,3,46.95
2024-10-04,Toronto,Hostal,32.23,10,322.3
2023-01-10,Nueva York,Airbnb,182.11,4,728.44
2025-03-26,Ciudad del Cabo,Hotel 5 estrellas,247.1,8,1976.8
2022-06-11,Buenos Aires,Hostal,46.77,13,608.01
2022-10-16,Singapur,Hotel 4 estrellas,136.66,8,1093.28
2022-10-28,Toronto,Airbnb,170.82,6,1024.92
2025-04-28,Ámsterdam,Hotel 5 estrellas,391.83,2,783.66
2024-06-14,El Cairo,Hotel 4 estrellas,167.04,12,2004.48
2024-01-07,Ciudad del Cabo,Hotel 2 estrellas,47.42,1,47.42
2024-12-26,Praga,Hostal,24.28,9,218.52
2024-07-08,Buenos Aires,Hotel 4 estrellas,195.6,10,1956.0
2025-03-07,Moscú,Hotel 4 estrellas,220.11,5,1100.55
2024-11-21,Buenos Aires,Hostal,46.61,11,512.71
2024-04-26,Bangkok,Hotel 3 estrellas,90.95,8,727.6
2022-12-12,Lima,Airbnb,115.75,2,231.5
2023-03-20,Ciudad de México,Hostal,42.24,6,253.44
2022-11-14,Lima,Airbnb,38.94,2,77.88
2024-09-12,Sídney,Hotel 2 estrellas,70.9,1,70.9
2022-12-26,Toronto,Airbnb,119.5,2,239.0
2024-06-29,Roma,Airbnb,177.86,3,533.58
2024-01-15,Bangkok,Airbnb,63.23,3,189.69
2022-08-23,San Francisco,Hotel 2 estrellas,53.74,3,161.22
2024-03-17,Ciudad de México,Airbnb,97.27,6,583.62
2024-12-03,Tokio,Airbnb,49.37,4,197.48
2024-09-25,Buenos Aires,Hotel 5 estrellas,771.62,4,3086.48
2024-05-06,Río de Janeiro,Hotel 5 estrellas,427.4,3,1282.2
2025-03-23,París,Hotel 2 estrellas,66.92,7,468.44
2025-02-17,Singapur,Airbnb,36.67,5,183.35
2024-10-13,San Francisco,Hostal,45.27,3,135.81
2023-11-22,Río de Janeiro,Airbnb,149.05,5,745.25
2024-10-27,Seúl,Hostal,27.22,4,108.88
2024-02-05,Berlín,Hostal,25.88,5,129.4
2023-01-23,Ámsterdam,Hotel 2 estrellas,77.27,5,386.35
2022-10-04,Ciudad del Cabo,Hotel 5 estrellas,994.22,2,1988.44
2023-09-15,Singapur,Hotel 4 estrellas,242.19,9,2179.71
2023-09-04,Toronto,Hotel 5 estrellas,342.09,8,2736.72
2024-08-22,Toronto,Hotel 2 estrellas,60.96,11,670.56
2023-11-08,Toronto,Hostal,37.54,6,225.24
2025-02-28,Bangkok,Hotel 5 estrellas,223.6,8,1788.8
2023-05-14,Nueva York,Hotel 5 estrellas,840.51,5,4202.55
2024-04-02,Ciudad del Cabo,Airbnb,187.7,2,375.4
2023-08-01,El Cairo,Hotel 4 estrellas,225.5,12,2706.0
2022-08-02,San Francisco,Hotel 3 estrellas,81.07,13,1053.91
2025-04-26,Tokio,Hostal,20.24,9,182.16
2022-11-08,San Francisco,Hotel 4 estrellas,150.28,9,1352.52
2025-03-03,Toronto,Hotel 4 estrellas,226.45,9,2038.05
2025-02-01,Nueva York,Hostal,34.45,2,68.9
2024-02-18,Nueva York,Hotel 2 estrellas,42.1,3,126.3
2022-06-15,Dubái,Hotel 5 estrellas,940.77,2,1881.54
2023-10-06,Ciudad de México,Hotel 4 estrellas,221.57,11,2437.27
2024-04-09,El Cairo,Hotel 4 estrellas,206.0,5,1030.0
2023-03-12,San Francisco,Hotel 2 estrellas,49.59,14,694.26
2025-01-22,Buenos Aires,Hotel 2 estrellas,40.13,13,521.69
2024-07-27,Singapur,Hostal,43.45,8,347.6
2024-02-02,Bangkok,Hotel 4 estrellas,169.5,5,847.5
2024-03-26,Barcelona,Hotel 3 estrellas,116.75,12,1401.0
2023-05-05,Ámsterdam,Hotel 5 estrellas,290.86,12,3490.32
2023-07-19,Sídney,Hostal,26.76,7,187.32
2024-04-02,Londres,Hotel 4 estrellas,144.25,9,1298.25
2024-09-20,Delhi,Hotel 3 estrellas,130.71,8,1045.68
2023-06-04,Nueva York,Hotel 5 estrellas,477.25,5,2386.25
2024-06-18,Toronto,Hostal,30.26,4,121.04
2023-05-15,Nueva York,Hotel 3 estrellas,131.64,14,1842.96
2023-07-08,Lima,Hotel 2 estrellas,71.77,12,861.24
2023-05-24,Dubái,Hotel 4 estrellas,143.7,7,1005.9
2024-06-07,El Cairo,Hostal,34.06,8,272.48
2022-09-27,Toronto,Hotel 4 estrellas,147.41,10,1474.1
2024-04-01,Ciudad del Cabo,Hotel 3 estrellas,83.87,12,1006.44
2022-11-03,Tokio,Hotel 4 estrellas,148.66,12,1783.92
2022-09-20,Seúl,Hotel 5 estrellas,880.49,10,8804.9
2023-10-19,Ámsterdam,Hotel 5 estrellas,245.55,7,1718.85
2024-07-20,Toronto,Hotel 4 estrellas,214.9,1,214.9
2024-09-15,Moscú,Airbnb,125.69,10,1256.9
2024-06-12,Estambul,Hotel 2 estrellas,68.44,13,889.72
2023-04-14,Bangkok,Hotel 4 estrellas,217.63,13,2829.19
2025-01-17,El Cairo,Hotel 3 estrellas,146.05,14,2044.7
2025-01-21,Ciudad de México,Hotel 2 estrellas,40.18,8,321.44
2022-06-11,Lima,Hotel 4 estrellas,122.28,9,1100.52
2023-12-26,Ciudad de México,Hotel 2 estrellas,57.49,5,287.45
2024-06-30,Roma,Hotel 2 estrellas,75.69,3,227.07
2023-02-18,Roma,Airbnb,104.62,2,209.24
2022-06-07,Praga,Hotel 5 estrellas,753.47,7,5274.29
2024-06-08,San Francisco,Hotel 4 estrellas,176.52,10,1765.2
2022-06-26,Tokio,Hotel 3 estrellas,73.55,11,809.05
2024-02-17,Seúl,Hotel 5 estrellas,517.43,12,6209.16
2024-01-02,Singapur,Airbnb,57.01,3,171.03
2022-11-22,Roma,Airbnb,193.76,12,2325.12
2023-05-18,Berlín,Hotel 3 estrellas,101.59,8,812.72
2023-01-12,San Francisco,Hotel 3 estrellas,116.05,3,348.15
2023-11-28,Tokio,Hotel 2 estrellas,50.55,2,101.1
2022-06-25,Dubái,Hotel 3 estrellas,113.95,8,911.6
2022-11-20,Roma,Hotel 2 estrellas,67.91,11,747.01
2024-09-23,Londres,Hotel 5 estrellas,886.97,5,4434.85
2022-12-18,París,Hotel 4 estrellas,203.01,8,1624.08
2023-05-08,El Cairo,Hostal,44.84,14,627.76
2024-03-05,Praga,Hotel 5 estrellas,642.27,1,642.27
2024-11-15,Praga,Hotel 3 estrellas,115.83,1,115.83
2024-03-20,Río de Janeiro,Hotel 4 estrellas,165.24,10,1652.4
2023-06-03,Moscú,Hotel 5 estrellas,602.63,2,1205.26
2022-11-24,Río de Janeiro,Hotel 2 estrellas,67.6,10,676.0
2022-12-20,Río de Janeiro,Hostal,29.75,5,148.75
2024-04-25,Praga,Hotel 5 estrellas,277.48,6,1664.88
2023-11-16,Berlín,Hotel 4 estrellas,146.67,2,293.34
2024-09-20,El Cairo,Hotel 5 estrellas,250.17,7,1751.19
2025-04-14,Nueva York,Hotel 3 estrellas,122.22,9,1099.98
2023-01-16,Delhi,Airbnb,54.11,13,703.43
2024-04-06,Ciudad del Cabo,Airbnb,141.2,11,1553.2
2022-10-19,Londres,Hotel 3 estrellas,130.52,2,261.04
2025-01-12,Buenos Aires,Hotel 3 estrellas,74.22,13,964.86
2025-02-01,Lima,Hotel 2 estrellas,66.86,9,601.74
2022-11-11,Delhi,Hotel 4 estrellas,190.19,10,1901.9
2024-08-18,Estambul,Hotel 3 estrellas,121.34,4,485.36
2023-09-12,Toronto,Hotel 2 estrellas,61.76,10,617.6
2025-04-05,Moscú,Hotel 2 estrellas,59.03,13,767.39
2024-12-14,Nueva York,Hotel 2 estrellas,51.32,6,307.92
2024-05-30,El Cairo,Hostal,38.88,7,272.16
2023-03-20,Barcelona,Airbnb,144.51,1,144.51
2023-03-19,Berlín,Hotel 3 estrellas,73.99,12,887.88
2024-05-06,Bangkok,Hotel 4 estrellas,210.14,3,630.42
2025-01-29,Londres,Hotel 2 estrellas,55.65,10,556.5
2024-07-29,Lima,Airbnb,128.71,14,1801.94
2023-04-19,Singapur,Hotel 4 estrellas,122.41,13,1591.33
2023-09-01,Delhi,Hotel 4 estrellas,237.3,8,1898.4
2023-11-30,Ámsterdam,Hotel 5 estrellas,894.46,10,8944.6
2024-05-21,Berlín,Hotel 4 estrellas,247.82,11,2726.02
2023-09-07,Seúl,Hotel 4 estrellas,224.92,2,449.84
2023-10-31,Bangkok,Airbnb,144.03,6,864.18
2022-09-10,Estambul,Hostal,40.68,14,569.52
2023-12-04,Ciudad del Cabo,Hotel 4 estrellas,125.75,4,503.0
2024-01-04,Lima,Hotel 5 estrellas,974.46,11,10719.06
2023-12-24,Buenos Aires,Hotel 4 estrellas,238.64,14,3340.96
2025-03-01,Río de Janeiro,Hostal,24.1,2,48.2
2024-12-13,Ámsterdam,Airbnb,62.08,10,620.8
2023-12-01,San Francisco,Hotel 4 estrellas,147.7,1,147.7
2022-10-19,Dubái,Hostal,33.34,6,200.04
2023-12-22,Lima,Hotel 4 estrellas,240.31,6,1441.86
2022-08-26,Praga,Hotel 4 estrellas,244.36,6,1466.16
2025-01-06,París,Airbnb,183.04,8,1464.32
2024-03-29,El Cairo,Hotel 3 estrellas,79.54,4,318.16
2022-10-27,Río de Janeiro,Hotel 5 estrellas,321.39,9,2892.51
2024-05-08,Bangkok,Hotel 5 estrellas,941.38,2,1882.76
2024-10-22,Seúl,Hostal,12.05,2,24.1
2024-05-17,Roma,Hotel 4 estrellas,166.24,11,1828.64
2023-04-12,Río de Janeiro,Hotel 4 estrellas,239.99,2,479.98
2024-02-03,Dubái,Airbnb,129.76,6,778.56
2024-06-15,Río de Janeiro,Hotel 2 estrellas,48.76,1,48.76
2022-10-19,Seúl,Hotel 3 estrellas,78.48,3,235.44
2022-09-10,Singapur,Hotel 5 estrellas,457.85,9,4120.65
2022-08-10,Río de Janeiro,Hotel 3 estrellas,102.47,11,1127.17
2023-04-25,Ámsterdam,Hotel 3 estrellas,116.48,5,582.4
2023-11-24,Seúl,Hotel 4 estrellas,175.63,2,351.26
2025-04-14,Tokio,Hotel 5 estrellas,594.93,9,5354.37
2022-10-20,Londres,Hotel 3 estrellas,124.15,12,1489.8
2023-01-31,Roma,Hostal,27.75,4,111.0
2024-05-12,Buenos Aires,Hotel 5 estrellas,682.19,3,2046.57
2022-07-03,Praga,Airbnb,195.6,5,978.0
2025-02-15,El Cairo,Hotel 5 estrellas,575.17,9,5176.53
2023-09-14,Buenos Aires,Hostal,20.25,7,141.75
2023-03-22,Roma,Hotel 2 estrellas,60.73,9,546.57
2025-02-23,Bangkok,Hotel 3 estrellas,112.1,8,896.8
2024-10-06,Toronto,Hotel 3 estrellas,127.57,10,1275.7
2024-10-19,Lima,Hotel 5 estrellas,550.43,6,3302.58
2023-07-05,Moscú,Hotel 5 estrellas,612.6,12,7351.2
2025-04-15,Moscú,Hotel 3 estrellas,103.66,5,518.3
2023-01-14,Dubái,Hotel 3 estrellas,73.9,14,1034.6
2022-08-28,Ciudad de México,Airbnb,63.91,4,255.64
2024-05-18,Bangkok,Hotel 5 estrellas,955.76,2,1911.52
2023-09-21,Barcelona,Hotel 2 estrellas,79.53,14,1113.42
2025-02-24,Ciudad de México,Hotel 5 estrellas,306.36,9,2757.24
2023-02-06,Berlín,Hostal,49.74,3,149.22
2025-01-28,Moscú,Hotel 3 estrellas,143.49,8,1147.92
2023-09-15,Buenos Aires,Hotel 2 estrellas,77.19,8,617.52
2023-04-28,Moscú,Hotel 5 estrellas,545.32,3,1635.96
2024-03-03,Bangkok,Hotel 5 estrellas,332.64,13,4324.32
2022-10-12,Dubái,Airbnb,139.28,3,417.84
2024-05-07,Seúl,Hotel 3 estrellas,128.71,12,1544.52
2023-05-02,Toronto,Hotel 5 estrellas,341.91,6,2051.46
2024-02-04,Estambul,Airbnb,160.7,10,1607.0
2022-09-14,Ciudad de México,Hotel 3 estrellas,69.13,3,207.39
2024-09-18,Singapur,Hotel 4 estrellas,139.92,7,979.44
2025-02-16,Sídney,Hotel 4 estrellas,169.13,13,2198.69
2024-03-06,Sídney,Hostal,16.44,7,115.08
2025-02-12,Bangkok,Hotel 4 estrellas,194.09,14,2717.26
2023-08-11,Barcelona,Hotel 4 estrellas,197.33,8,1578.64
2022-07-16,Lima,Airbnb,57.63,4,230.52
2024-05-15,Barcelona,Airbnb,162.33,12,1947.96
2023-02-26,Estambul,Hotel 2 estrellas,42.01,14,588.14
2024-05-18,Tokio,Hostal,33.33,8,266.64
2022-09-24,Buenos Aires,Hostal,24.97,4,99.88
2023-12-07,Ciudad de México,Hotel 2 estrellas,53.35,9,480.15
2023-03-10,Singapur,Hotel 3 estrellas,114.43,5,572.15
2022-08-29,Barcelona,Hotel 4 estrellas,148.52,11,1633.72
2024-04-05,Buenos Aires,Hotel 2 estrellas,48.54,12,582.48
2024-11-17,Ciudad de México,Hotel 4 estrellas,131.9,13,1714.7
2023-04-22,Estambul,Hotel 3 estrellas,101.26,11,1113.86
2023-07-02,Ámsterdam,Airbnb,109.59,1,109.59
2024-01-01,Nueva York,Hotel 5 estrellas,887.75,4,3551.0
2023-06-24,Roma,Airbnb,65.08,11,715.88
2022-09-17,Dubái,Hotel 3 estrellas,106.88,10,1068.8
2022-12-14,Londres,Hostal,38.81,11,426.91
2022-08-28,Toronto,Hotel 4 estrellas,126.4,5,632.0
