Fecha,Origen,Destino,Distancia_km,Precio_USD,Clase
2021-07-28,MAD (Madrid),SYD (Sídney),13172,1283.27,0
2024-10-19,LHR (Londres),PVG (Shanghái),9064,971.06,0
2022-09-30,DOH (Doha),PVG (Shanghái),8666,840.76,0
2023-11-05,DXB (Dubái),LHR (Londres),14432,1397.35,0
2023-08-03,DOH (Doha),PVG (Shanghái),12610,7245.23,2
2020-07-23,HND (Tokio),DOH (Doha),12976,6467.95,2
2020-07-14,MAD (Madrid),LHR (Londres),11298,1250.71,0
2021-12-03,DEL (Delhi),DXB (Dubái),4743,489.41,0
2022-11-04,ORD (Chicago),CPT (Ciudad del Cabo),3352,355.51,0
2024-03-17,CDG (París),FRA (Frankfurt),9702,1055.53,0
2025-04-27,SYD (Sídney),ORD (Chicago),10162,2810.53,1
2023-09-22,EZE (Buenos Aires),NRT (Tokio),13463,1375.6,0
2025-04-09,PEK (Pekín),CDG (París),2337,223.98,0
2021-11-21,SYD (Sídney),HND (Tokio),13789,1389.02,0
2022-08-18,ORD (Chicago),SYD (Sídney),14394,3712.07,1
2021-08-06,SIN (Singapur),EZE (Buenos Aires),11444,1195.03,0
2023-08-28,LAX (Los Ángeles),DOH (Doha),11607,1234.34,0
2022-02-01,LHR (Londres),EZE (Buenos Aires),12333,1313.38,0
2020-07-22,SYD (Sídney),CPT (Ciudad del Cabo),13760,3773.16,1
2023-09-22,DXB (Dubái),DOH (Doha),2188,248.34,0
2021-02-09,LAX (Los Ángeles),SIN (Singapur),10722,1078.04,0
2021-02-19,LAX (Los Ángeles),PVG (Shanghái),9820,1085.0,0
2023-09-09,DEL (Delhi),FRA (Frankfurt),11830,1264.03,0
2024-11-12,CPT (Ciudad del Cabo),LHR (Londres),13562,1375.09,0
2022-02-20,SYD (Sídney),CPT (Ciudad del Cabo),12253,3025.73,1
2023-01-26,HND (Tokio),DOH (Doha),13933,7169.35,2
2023-06-05,CPT (Ciudad del Cabo),LHR (Londres),10681,6043.71,2
2023-06-07,SYD (Sídney),MAD (Madrid),10262,1057.37,0
2020-12-31,SIN (Singapur),DEL (Delhi),11764,1285.06,0
2025-04-18,SYD (Sídney),ATL (Atlanta),9110,945.44,0
2024-02-16,NRT (Tokio),PVG (Shanghái),9422,936.43,0
2024-03-19,CDG (París),NRT (Tokio),10218,1090.09,0
2022-11-19,PVG (Shanghái),ORD (Chicago),12551,6830.68,2
2021-01-05,MAD (Madrid),CDG (París),8913,963.45,0
2024-05-03,HND (Tokio),LHR (Londres),13661,1506.71,0
2021-05-04,HND (Tokio),GRU (São Paulo),9548,5410.78,2
2020-09-17,MAD (Madrid),ORD (Chicago),8308,4630.56,2
2024-01-05,LAX (Los Ángeles),FRA (Frankfurt),12844,1390.64,0
2024-12-15,CPT (Ciudad del Cabo),NRT (Tokio),13799,1316.45,0
2021-12-15,SIN (Singapur),NRT (Tokio),13058,1466.75,0
2025-04-14,FRA (Frankfurt),ATL (Atlanta),11436,1253.7,0
2022-01-27,SYD (Sídney),CDG (París),8397,893.49,0
2025-03-16,ATL (Atlanta),DXB (Dubái),13424,7714.11,2
2022-07-10,ORD (Chicago),LHR (Londres),9744,1090.29,0
2022-06-23,PEK (Pekín),CPT (Ciudad del Cabo),10023,1106.44,0
2021-05-28,DEL (Delhi),EZE (Buenos Aires),14148,1564.76,0
2020-10-31,HND (Tokio),ATL (Atlanta),12182,1226.65,0
2022-01-05,ORD (Chicago),DXB (Dubái),10062,1003.16,0
2020-08-06,DEL (Delhi),CDG (París),12247,1315.39,0
2022-10-31,MAD (Madrid),DEL (Delhi),8443,4348.28,2
2021-02-26,DXB (Dubái),ORD (Chicago),14706,1685.19,0
2022-03-03,SIN (Singapur),PVG (Shanghái),4741,2346.36,2
2023-11-04,LAX (Los Ángeles),PEK (Pekín),8302,789.54,0
2021-11-09,FRA (Frankfurt),MAD (Madrid),13852,1491.82,0
2024-07-23,ATL (Atlanta),CDG (París),14515,1472.76,0
2024-02-13,PEK (Pekín),SYD (Sídney),9658,923.52,0
2022-03-27,HND (Tokio),EZE (Buenos Aires),11201,1220.08,0
2024-12-24,DEL (Delhi),SIN (Singapur),10962,2840.2,1
2021-07-28,SYD (Sídney),SIN (Singapur),2900,280.49,0
2021-09-23,SIN (Singapur),LHR (Londres),13086,1271.16,0
2021-12-10,LHR (Londres),GRU (São Paulo),13867,1363.59,0
2022-09-05,CDG (París),DOH (Doha),9785,1091.03,0
2024-05-08,SIN (Singapur),DOH (Doha),11164,1164.51,0
2024-04-26,CPT (Ciudad del Cabo),GRU (São Paulo),9275,970.94,0
2025-03-29,JFK (Nueva York),DOH (Doha),11846,6616.83,2
2021-02-09,JFK (Nueva York),PVG (Shanghái),10739,5425.34,2
2023-10-21,NRT (Tokio),DEL (Delhi),14119,1602.84,0
2024-04-21,JFK (Nueva York),LHR (Londres),10839,2880.01,1
2021-02-21,FRA (Frankfurt),SYD (Sídney),11529,1134.24,0
2023-05-25,EZE (Buenos Aires),MAD (Madrid),12337,1415.39,0
2021-06-12,PEK (Pekín),LHR (Londres),9024,863.57,0
2024-02-08,EZE (Buenos Aires),SIN (Singapur),13186,1374.95,0
2023-05-28,NRT (Tokio),CDG (París),9167,905.96,0
2024-06-12,EZE (Buenos Aires),SIN (Singapur),9313,2283.38,1
2022-01-26,LAX (Los Ángeles),SIN (Singapur),12929,1243.92,0
2023-09-14,GRU (São Paulo),EZE (Buenos Aires),13993,1343.31,0
2021-03-23,ATL (Atlanta),PEK (Pekín),9929,969.86,0
2023-12-11,SIN (Singapur),PVG (Shanghái),3975,998.72,1
2023-02-04,EZE (Buenos Aires),DEL (Delhi),13845,1492.53,0
2022-12-18,EZE (Buenos Aires),SIN (Singapur),9679,1109.49,0
2023-04-01,PEK (Pekín),DEL (Delhi),11634,1302.49,0
2022-12-30,EZE (Buenos Aires),ORD (Chicago),12259,1282.2,0
2020-12-18,PVG (Shanghái),DEL (Delhi),12005,1284.19,0
2024-01-19,DXB (Dubái),ATL (Atlanta),13934,6908.39,2
2023-03-12,ORD (Chicago),DEL (Delhi),14754,1536.05,0
2024-12-11,DOH (Doha),ATL (Atlanta),14130,3719.29,1
2022-08-12,EZE (Buenos Aires),ORD (Chicago),14181,1522.13,0
2022-12-07,JFK (Nueva York),CPT (Ciudad del Cabo),14870,1534.93,0
2022-03-01,ORD (Chicago),DXB (Dubái),13476,3701.97,1
2022-02-11,EZE (Buenos Aires),JFK (Nueva York),12243,1340.46,0
2023-09-12,JFK (Nueva York),CPT (Ciudad del Cabo),14688,1437.04,0
2022-12-10,DEL (Delhi),ORD (Chicago),12399,1396.13,0
2021-05-25,LHR (Londres),PVG (Shanghái),12813,3239.2,1
2023-07-18,ORD (Chicago),MAD (Madrid),12792,1228.31,0
2024-12-18,PEK (Pekín),LHR (Londres),13799,1442.73,0
2021-04-21,LHR (Londres),MAD (Madrid),8184,2337.87,1
2022-06-21,PVG (Shanghái),EZE (Buenos Aires),10609,1075.78,0
2021-12-20,CPT (Ciudad del Cabo),LHR (Londres),13896,1587.57,0
2024-06-26,CPT (Ciudad del Cabo),ATL (Atlanta),12835,3458.39,1
2024-04-29,CPT (Ciudad del Cabo),PVG (Shanghái),12336,1301.25,0
2024-12-04,ATL (Atlanta),PEK (Pekín),12485,1210.24,0
2023-01-30,JFK (Nueva York),SYD (Sídney),13248,1315.83,0
2023-02-21,FRA (Frankfurt),LAX (Los Ángeles),8922,4496.48,2
2023-11-22,HND (Tokio),DEL (Delhi),9212,983.41,0
2022-12-24,PEK (Pekín),LHR (Londres),12179,1185.99,0
2021-12-08,CPT (Ciudad del Cabo),FRA (Frankfurt),12309,2944.14,1
2020-10-22,NRT (Tokio),LAX (Los Ángeles),14150,3390.92,1
2021-06-10,LAX (Los Ángeles),HND (Tokio),9526,925.91,0
2021-03-01,MAD (Madrid),DEL (Delhi),12121,1169.21,0
2023-07-25,DEL (Delhi),MAD (Madrid),12285,1271.82,0
2021-12-09,GRU (São Paulo),DXB (Dubái),8338,4667.53,2
2023-05-24,EZE (Buenos Aires),LHR (Londres),12968,3168.99,1
2022-09-06,DEL (Delhi),CDG (París),8729,2127.79,1
2022-06-29,DOH (Doha),ATL (Atlanta),11976,6551.66,2
2020-07-03,MAD (Madrid),ORD (Chicago),10454,1027.62,0
2023-01-21,PEK (Pekín),GRU (São Paulo),13995,1508.23,0
2023-08-01,GRU (São Paulo),LHR (Londres),11441,1213.55,0
2021-07-18,DEL (Delhi),PEK (Pekín),11541,1102.63,0
2020-06-01,SYD (Sídney),FRA (Frankfurt),9312,996.3,0
2021-03-31,DOH (Doha),LHR (Londres),9985,950.14,0
2022-03-20,ORD (Chicago),ATL (Atlanta),8180,915.99,0
2020-11-04,NRT (Tokio),PVG (Shanghái),10006,1000.3,0
2022-09-17,JFK (Nueva York),ATL (Atlanta),8087,865.8,0
2020-11-11,PEK (Pekín),PVG (Shanghái),12553,6325.07,2
2023-04-17,FRA (Frankfurt),DOH (Doha),13726,7793.63,2
2023-01-10,CDG (París),MAD (Madrid),10343,5097.22,2
2023-08-17,NRT (Tokio),CDG (París),9178,1025.89,0
2024-01-23,LAX (Los Ángeles),DOH (Doha),10643,2785.93,1
2023-11-18,CDG (París),CPT (Ciudad del Cabo),11913,6527.02,2
2022-05-08,DEL (Delhi),NRT (Tokio),13086,1425.52,0
2024-02-27,EZE (Buenos Aires),ATL (Atlanta),14873,1666.56,0
2024-02-17,DXB (Dubái),ORD (Chicago),14941,4165.67,1
2022-10-26,PVG (Shanghái),LAX (Los Ángeles),12751,1450.93,0
2022-08-25,SIN (Singapur),SYD (Sídney),1944,1100.34,2
2024-04-01,CDG (París),DOH (Doha),14619,1585.32,0
2025-03-27,JFK (Nueva York),CDG (París),8030,844.88,0
2020-10-12,CPT (Ciudad del Cabo),GRU (São Paulo),14721,1564.32,0
2022-03-13,ATL (Atlanta),CDG (París),9627,1015.18,0
2022-05-20,PEK (Pekín),EZE (Buenos Aires),14605,1430.56,0
2024-06-14,EZE (Buenos Aires),FRA (Frankfurt),12014,1308.79,0
2024-07-02,SYD (Sídney),FRA (Frankfurt),10405,1117.71,0
2024-06-21,EZE (Buenos Aires),FRA (Frankfurt),10914,1044.13,0
2025-01-26,SYD (Sídney),FRA (Frankfurt),9978,952.14,0
2024-11-09,CDG (París),HND (Tokio),10355,1066.67,0
2022-05-10,DXB (Dubái),MAD (Madrid),10677,2612.28,1
2022-04-22,GRU (São Paulo),LAX (Los Ángeles),10454,1152.22,0
2021-03-21,FRA (Frankfurt),CPT (Ciudad del Cabo),9001,884.54,0
2025-03-18,DEL (Delhi),LHR (Londres),12020,6545.93,2
2020-10-11,MAD (Madrid),DOH (Doha),8870,859.11,0
2023-06-28,NRT (Tokio),SYD (Sídney),14324,3555.37,1
2024-02-08,SYD (Sídney),NRT (Tokio),10929,1195.64,0
2021-08-13,ATL (Atlanta),DEL (Delhi),11465,1138.65,0
2023-11-10,GRU (São Paulo),SIN (Singapur),6643,1639.19,1
2022-08-13,LHR (Londres),JFK (Nueva York),13147,1294.07,0
2023-10-23,DXB (Dubái),MAD (Madrid),13900,1466.2,0
2020-12-07,LHR (Londres),LAX (Los Ángeles),1870,187.75,0
2022-06-28,EZE (Buenos Aires),HND (Tokio),8235,803.94,0
2021-04-18,NRT (Tokio),ATL (Atlanta),10684,1178.9,0
2024-09-11,DEL (Delhi),DXB (Dubái),4191,2383.04,2
2023-07-21,ORD (Chicago),DEL (Delhi),13055,1285.09,0
2024-08-02,JFK (Nueva York),HND (Tokio),11468,1092.23,0
2022-09-28,JFK (Nueva York),CPT (Ciudad del Cabo),12277,1396.8,0
2021-05-28,CPT (Ciudad del Cabo),LHR (Londres),10946,2840.71,1
2021-09-10,NRT (Tokio),CDG (París),8190,797.25,0
2022-08-29,DXB (Dubái),GRU (São Paulo),13597,1348.33,0
2024-09-02,LAX (Los Ángeles),HND (Tokio),13207,1465.71,0
2022-01-15,DEL (Delhi),CDG (París),10007,971.24,0
2021-03-09,MAD (Madrid),CPT (Ciudad del Cabo),13077,1322.45,0
2022-07-11,DEL (Delhi),MAD (Madrid),12659,1221.03,0
2021-01-17,LAX (Los Ángeles),PVG (Shanghái),14956,1461.42,0
2024-10-17,CPT (Ciudad del Cabo),DEL (Delhi),8985,961.74,0
2020-08-05,JFK (Nueva York),FRA (Frankfurt),14175,1555.61,0
2022-03-21,NRT (Tokio),ORD (Chicago),9132,897.93,0
2020-10-16,DEL (Delhi),ORD (Chicago),8715,885.06,0
2020-10-11,HND (Tokio),SIN (Singapur),10720,2584.57,1
2023-07-08,PEK (Pekín),DOH (Doha),8058,852.82,0
2023-01-16,CPT (Ciudad del Cabo),ORD (Chicago),3951,446.48,0
2023-05-24,PVG (Shanghái),LAX (Los Ángeles),9819,984.52,0
2021-02-27,HND (Tokio),LHR (Londres),9079,1040.04,0
2020-10-02,MAD (Madrid),ORD (Chicago),8773,2227.61,1
2024-11-21,MAD (Madrid),FRA (Frankfurt),10403,1008.16,0
2020-09-11,CPT (Ciudad del Cabo),SIN (Singapur),14687,1633.73,0
2022-01-30,DXB (Dubái),LAX (Los Ángeles),13107,3533.37,1
2020-11-12,DEL (Delhi),JFK (Nueva York),10282,1180.16,0
2020-10-06,NRT (Tokio),LAX (Los Ángeles),9410,1060.31,0
2023-09-07,LAX (Los Ángeles),GRU (São Paulo),9045,5086.22,2
2024-06-08,EZE (Buenos Aires),LAX (Los Ángeles),10385,2679.77,1
2025-01-05,LHR (Londres),FRA (Frankfurt),9296,2210.2,1
2021-01-15,PVG (Shanghái),MAD (Madrid),10313,2844.49,1
2020-10-24,GRU (São Paulo),DXB (Dubái),8026,771.41,0
2021-12-30,DXB (Dubái),PVG (Shanghái),13675,1497.49,0
2021-07-08,FRA (Frankfurt),CDG (París),9437,1073.97,0
2023-11-25,PEK (Pekín),HND (Tokio),9904,5677.02,2
2021-03-04,CPT (Ciudad del Cabo),ORD (Chicago),7790,4479.05,2
2021-01-06,DOH (Doha),LAX (Los Ángeles),14690,3598.8,1
2020-07-20,CPT (Ciudad del Cabo),NRT (Tokio),8643,954.87,0
2024-05-16,HND (Tokio),CDG (París),12503,1343.49,0
2023-07-08,CPT (Ciudad del Cabo),DEL (Delhi),13839,1524.04,0
2020-06-30,ORD (Chicago),LAX (Los Ángeles),11180,1262.75,0
2020-11-23,CDG (París),MAD (Madrid),12405,1316.86,0
2023-05-29,CPT (Ciudad del Cabo),NRT (Tokio),13477,3709.15,1
2024-11-28,CDG (París),MAD (Madrid),10421,1127.38,0
2024-04-05,SYD (Sídney),HND (Tokio),13299,1451.07,0
2021-04-21,JFK (Nueva York),HND (Tokio),12941,1236.9,0
2020-09-22,DOH (Doha),SIN (Singapur),10380,1078.81,0
2020-10-25,LAX (Los Ángeles),ORD (Chicago),14522,3596.61,1
2025-02-01,GRU (São Paulo),PEK (Pekín),13197,1462.24,0
2023-10-28,ORD (Chicago),FRA (Frankfurt),10780,2806.08,1
2022-05-29,LHR (Londres),DXB (Dubái),8524,2093.96,1
2024-03-18,EZE (Buenos Aires),PEK (Pekín),9967,1015.93,0
2021-06-03,LHR (Londres),DEL (Delhi),9508,1007.71,0
2023-11-04,SIN (Singapur),DXB (Dubái),14023,3738.41,1
2021-11-06,CPT (Ciudad del Cabo),ORD (Chicago),6841,1648.72,1
2021-05-20,NRT (Tokio),SYD (Sídney),11719,2825.92,1
2022-02-15,CDG (París),SYD (Sídney),8827,2191.68,1
2020-08-16,PEK (Pekín),DEL (Delhi),14952,1654.06,0
2021-04-21,ORD (Chicago),CPT (Ciudad del Cabo),7949,2116.43,1
2023-12-11,LHR (Londres),EZE (Buenos Aires),8797,1008.32,0
2022-09-14,SYD (Sídney),FRA (Frankfurt),13904,1480.03,0
2023-10-12,FRA (Frankfurt),DOH (Doha),11361,1304.56,0
2025-04-27,DXB (Dubái),DEL (Delhi),3016,329.74,0
2021-04-30,SIN (Singapur),DOH (Doha),11784,1284.33,0
2020-08-28,ORD (Chicago),FRA (Frankfurt),11505,1303.83,0
2022-12-20,MAD (Madrid),DEL (Delhi),10792,1183.89,0
2023-04-12,PVG (Shanghái),MAD (Madrid),9629,2431.95,1
2020-10-29,CPT (Ciudad del Cabo),LHR (Londres),10864,2912.7,1
2024-02-28,GRU (São Paulo),ATL (Atlanta),9392,978.53,0
2023-04-06,MAD (Madrid),FRA (Frankfurt),12158,1190.33,0
2022-04-21,NRT (Tokio),DXB (Dubái),13082,3146.84,1
2024-09-20,DXB (Dubái),CDG (París),10891,1037.42,0
2023-01-26,DEL (Delhi),DXB (Dubái),5936,681.68,0
2024-12-24,FRA (Frankfurt),GRU (São Paulo),13484,1350.14,0
2025-04-26,JFK (Nueva York),GRU (São Paulo),10697,2625.74,1
2022-10-06,GRU (São Paulo),PVG (Shanghái),4794,1260.86,1
2025-02-09,MAD (Madrid),FRA (Frankfurt),11335,3106.43,1
2024-12-13,SYD (Sídney),CPT (Ciudad del Cabo),8844,985.32,0
2023-12-04,SIN (Singapur),EZE (Buenos Aires),11696,3180.7,1
2024-03-10,ATL (Atlanta),EZE (Buenos Aires),11435,1120.9,0
2022-03-09,PVG (Shanghái),MAD (Madrid),10792,1137.67,0
2021-12-16,PVG (Shanghái),CDG (París),12289,1303.58,0
2021-05-11,ATL (Atlanta),CPT (Ciudad del Cabo),14379,1442.87,0
2021-05-17,EZE (Buenos Aires),CDG (París),12480,1236.72,0
2024-11-21,SIN (Singapur),DEL (Delhi),9437,2326.29,1
2021-08-23,GRU (São Paulo),NRT (Tokio),14780,1620.63,0
2021-11-12,FRA (Frankfurt),GRU (São Paulo),9888,4709.25,2
2025-01-27,CPT (Ciudad del Cabo),NRT (Tokio),9673,1100.41,0
2025-04-21,DXB (Dubái),PEK (Pekín),10982,2935.64,1
2025-02-08,SYD (Sídney),PEK (Pekín),11674,1136.78,0
2025-03-10,DEL (Delhi),SYD (Sídney),11288,1280.58,0
2021-08-01,LHR (Londres),FRA (Frankfurt),14922,1533.92,0
2022-07-22,CPT (Ciudad del Cabo),PEK (Pekín),13651,1487.76,0
2023-07-07,NRT (Tokio),ORD (Chicago),13930,1390.08,0
2021-05-26,NRT (Tokio),JFK (Nueva York),13601,1500.71,0
2024-08-28,ORD (Chicago),FRA (Frankfurt),11008,1252.27,0
2022-10-21,PVG (Shanghái),GRU (São Paulo),7632,2071.45,1
2024-12-12,ATL (Atlanta),LHR (Londres),14722,1622.86,0
2021-05-04,CDG (París),FRA (Frankfurt),10797,1183.42,0
2023-07-29,PEK (Pekín),HND (Tokio),13082,1272.9,0
2024-08-25,JFK (Nueva York),DEL (Delhi),9313,4855.02,2
2022-05-17,MAD (Madrid),LHR (Londres),14637,1446.85,0
2021-11-16,CPT (Ciudad del Cabo),FRA (Frankfurt),14544,1569.2,0
2024-07-16,DOH (Doha),FRA (Frankfurt),8293,1980.93,1
2020-09-09,LHR (Londres),HND (Tokio),12389,1191.76,0
2025-03-08,CDG (París),NRT (Tokio),12221,2976.76,1
2024-04-05,SYD (Sídney),EZE (Buenos Aires),10626,1128.37,0
2022-03-20,ATL (Atlanta),NRT (Tokio),9087,1019.85,0
2022-01-06,DOH (Doha),HND (Tokio),8100,4354.96,2
2020-08-25,PEK (Pekín),ORD (Chicago),13666,1440.52,0
2024-10-28,CPT (Ciudad del Cabo),MAD (Madrid),10330,1185.34,0
2021-08-13,ORD (Chicago),PVG (Shanghái),11186,1246.77,0
2023-11-11,ATL (Atlanta),PVG (Shanghái),13796,1385.99,0
2022-01-23,LHR (Londres),CPT (Ciudad del Cabo),13198,1429.63,0
2021-06-06,SYD (Sídney),PEK (Pekín),14828,1619.19,0
2025-01-26,CPT (Ciudad del Cabo),PEK (Pekín),14372,1473.45,0
2020-06-12,HND (Tokio),DXB (Dubái),9911,1119.67,0
2023-06-25,GRU (São Paulo),NRT (Tokio),12932,1393.56,0
2024-07-12,LAX (Los Ángeles),DOH (Doha),11735,1144.89,0
2021-11-11,PEK (Pekín),LHR (Londres),14730,3916.19,1
2023-05-02,CPT (Ciudad del Cabo),DEL (Delhi),10089,1082.15,0
2020-06-23,HND (Tokio),LHR (Londres),8342,806.63,0
2024-07-05,SIN (Singapur),ATL (Atlanta),9911,5346.55,2
2020-06-09,DXB (Dubái),FRA (Frankfurt),8253,865.93,0
2025-03-15,LHR (Londres),ATL (Atlanta),13807,7103.6,2
2022-08-09,MAD (Madrid),SIN (Singapur),13861,3546.56,1
2021-09-27,PVG (Shanghái),NRT (Tokio),11569,1169.59,0
2023-01-02,MAD (Madrid),FRA (Frankfurt),10041,2732.32,1
2020-12-22,MAD (Madrid),ATL (Atlanta),13818,1583.82,0
2023-03-22,CDG (París),DOH (Doha),14919,1629.89,0
2022-04-03,JFK (Nueva York),PVG (Shanghái),9973,950.29,0
2022-08-10,DXB (Dubái),ORD (Chicago),12933,3582.9,1
2024-06-28,CDG (París),LHR (Londres),9442,964.12,0
2025-03-15,CDG (París),SIN (Singapur),10422,5221.9,2
2024-02-01,FRA (Frankfurt),PVG (Shanghái),14379,1587.54,0
2024-06-07,HND (Tokio),MAD (Madrid),10804,3038.13,1
2020-07-27,JFK (Nueva York),MAD (Madrid),14538,3842.33,1
2022-05-07,EZE (Buenos Aires),SYD (Sídney),9956,5316.6,2
2022-04-23,ORD (Chicago),JFK (Nueva York),10014,995.81,0
2021-03-09,PEK (Pekín),LHR (Londres),8650,4353.17,2
2022-12-21,ORD (Chicago),NRT (Tokio),11962,1159.11,0
2021-04-08,FRA (Frankfurt),JFK (Nueva York),11644,2822.26,1
2022-08-01,PVG (Shanghái),EZE (Buenos Aires),14112,3690.23,1
2024-12-13,NRT (Tokio),EZE (Buenos Aires),11324,2981.12,1
2023-06-29,GRU (São Paulo),HND (Tokio),8801,846.45,0
2023-06-19,NRT (Tokio),GRU (São Paulo),8883,952.19,0
2024-06-01,PEK (Pekín),GRU (São Paulo),10841,3057.45,1
2021-05-26,FRA (Frankfurt),CPT (Ciudad del Cabo),9535,2409.31,1
2021-06-29,PEK (Pekín),PVG (Shanghái),11018,6072.29,2
2020-12-16,JFK (Nueva York),LHR (Londres),13712,7757.73,2
2021-09-23,MAD (Madrid),CPT (Ciudad del Cabo),8625,2221.65,1
2021-02-19,EZE (Buenos Aires),DXB (Dubái),8053,865.68,0
2020-11-08,FRA (Frankfurt),DEL (Delhi),13960,3571.5,1
2021-06-20,HND (Tokio),PVG (Shanghái),8108,783.96,0
2025-03-26,PVG (Shanghái),CPT (Ciudad del Cabo),11233,1229.17,0
2023-07-27,NRT (Tokio),JFK (Nueva York),12304,1254.57,0
2025-03-26,JFK (Nueva York),DOH (Doha),8851,916.95,0
2020-11-16,PVG (Shanghái),FRA (Frankfurt),11806,1152.86,0
2024-12-25,ORD (Chicago),CDG (París),8736,835.69,0
2022-02-26,DEL (Delhi),LAX (Los Ángeles),12985,1303.04,0
2020-12-18,EZE (Buenos Aires),LAX (Los Ángeles),14055,3714.95,1
2023-12-23,FRA (Frankfurt),JFK (Nueva York),8362,4380.91,2
2021-05-26,SYD (Sídney),ATL (Atlanta),10946,1079.62,0
2024-08-11,DOH (Doha),CDG (París),11145,1163.14,0
2025-01-28,LAX (Los Ángeles),JFK (Nueva York),10667,1189.83,0
2024-01-30,CDG (París),GRU (São Paulo),12718,1376.75,0
2024-11-20,GRU (São Paulo),DXB (Dubái),14410,6991.31,2
2022-10-22,FRA (Frankfurt),LAX (Los Ángeles),14354,1395.67,0
2021-05-06,JFK (Nueva York),NRT (Tokio),12301,1175.07,0
2023-05-24,PEK (Pekín),ORD (Chicago),9645,1038.46,0
2025-03-26,DEL (Delhi),CDG (París),12260,1297.72,0
2023-10-18,SIN (Singapur),JFK (Nueva York),13246,1420.56,0
2022-08-08,NRT (Tokio),PEK (Pekín),9007,2375.15,1
2023-03-21,ATL (Atlanta),PVG (Shanghái),8895,988.36,0
2023-11-24,CDG (París),EZE (Buenos Aires),8802,862.46,0
2021-12-03,FRA (Frankfurt),EZE (Buenos Aires),10993,2800.1,1
2024-12-21,DOH (Doha),ATL (Atlanta),11321,1131.83,0
2024-04-08,FRA (Frankfurt),NRT (Tokio),12475,3392.59,1
2023-09-24,PEK (Pekín),NRT (Tokio),11925,1222.54,0
2021-10-06,JFK (Nueva York),FRA (Frankfurt),10488,1021.65,0
2024-02-14,PVG (Shanghái),SYD (Sídney),2432,232.49,0
2022-04-10,LHR (Londres),JFK (Nueva York),14805,1601.07,0
2024-02-17,SYD (Sídney),PEK (Pekín),11396,1113.82,0
2022-10-06,DEL (Delhi),EZE (Buenos Aires),10258,1122.9,0
2020-07-12,ATL (Atlanta),JFK (Nueva York),13043,1319.94,0
2024-10-19,ATL (Atlanta),PEK (Pekín),13386,1443.67,0
2024-01-17,ATL (Atlanta),MAD (Madrid),9622,1105.34,0
2025-01-04,LHR (Londres),ATL (Atlanta),9552,2715.65,1
2024-08-29,ORD (Chicago),JFK (Nueva York),9309,1042.95,0
2024-11-12,DEL (Delhi),EZE (Buenos Aires),14571,1565.04,0
2021-01-25,CPT (Ciudad del Cabo),LHR (Londres),11292,3078.31,1
2022-01-02,JFK (Nueva York),ATL (Atlanta),12959,3667.83,1
2023-04-07,DXB (Dubái),EZE (Buenos Aires),10886,1115.77,0
2021-03-29,EZE (Buenos Aires),PVG (Shanghái),10845,3033.83,1
2024-06-05,HND (Tokio),EZE (Buenos Aires),14128,3566.2,1
2025-01-05,SIN (Singapur),FRA (Frankfurt),8739,998.61,0
2023-05-01,PEK (Pekín),GRU (São Paulo),11154,1130.88,0
2021-04-15,ATL (Atlanta),NRT (Tokio),8823,2308.0,1
2024-01-02,FRA (Frankfurt),CPT (Ciudad del Cabo),9003,856.1,0
2020-11-17,EZE (Buenos Aires),DOH (Doha),11528,1120.57,0
2021-03-18,PEK (Pekín),DEL (Delhi),14414,1537.06,0
2025-01-03,CPT (Ciudad del Cabo),SYD (Sídney),11915,3069.85,1
2024-12-02,CDG (París),PVG (Shanghái),12393,1202.02,0
2024-01-13,HND (Tokio),DEL (Delhi),9986,1056.45,0
2023-02-03,DXB (Dubái),ATL (Atlanta),11432,5970.16,2
2024-07-10,NRT (Tokio),PVG (Shanghái),8031,885.7,0
2021-04-25,PVG (Shanghái),CPT (Ciudad del Cabo),9718,1047.49,0
2022-10-22,LHR (Londres),PEK (Pekín),14661,1465.45,0
2024-06-17,CDG (París),CPT (Ciudad del Cabo),12019,1192.0,0
2022-11-01,GRU (São Paulo),LAX (Los Ángeles),8702,970.21,0
2023-05-20,GRU (São Paulo),JFK (Nueva York),14546,1504.55,0
2024-12-24,LAX (Los Ángeles),NRT (Tokio),12299,1363.18,0
2023-11-28,MAD (Madrid),DEL (Delhi),11520,3010.77,1
2021-11-03,CDG (París),SYD (Sídney),14835,1447.88,0
2020-09-27,DXB (Dubái),JFK (Nueva York),11738,1156.42,0
2024-02-27,SYD (Sídney),ATL (Atlanta),11764,3337.67,1
2022-11-21,ORD (Chicago),NRT (Tokio),13553,1392.93,0
2023-05-16,CPT (Ciudad del Cabo),FRA (Frankfurt),11388,1192.87,0
2020-07-01,PVG (Shanghái),JFK (Nueva York),9796,1061.79,0
2022-11-25,LAX (Los Ángeles),CDG (París),10405,2961.7,1
2021-06-10,HND (Tokio),ATL (Atlanta),13784,1520.09,0
2024-08-29,EZE (Buenos Aires),DXB (Dubái),13501,3292.11,1
2020-05-31,HND (Tokio),DXB (Dubái),13136,3756.43,1
2020-10-13,GRU (São Paulo),DXB (Dubái),12202,1194.61,0
2024-01-25,LHR (Londres),ATL (Atlanta),8680,922.67,0
2024-02-15,ATL (Atlanta),JFK (Nueva York),8339,884.25,0
2020-09-27,SIN (Singapur),ORD (Chicago),10534,1205.99,0
